2398.470000 0.004694 0.022777 15.944000
2408.470000 0.004101 0.018057 16.220100
2418.470000 0.004292 0.017785 16.497400
2428.470000 0.003729 0.012522 16.775800
2438.470000 0.003961 0.012787 17.055400
2448.470000 0.003566 0.014058 17.336100
2458.470000 0.002668 0.009973 17.618000
2468.470000 0.003920 0.014144 17.901100
2478.470000 0.003216 0.011301 18.185400
2488.470000 0.003336 0.016773 18.470800
2498.470000 0.003951 0.017990 18.757300
2508.470000 0.005662 0.021088 19.045100
2518.470000 0.005500 0.019683 19.333900
2528.470000 0.005408 0.022229 19.624000
2538.470000 0.004702 0.022680 19.915200
2548.470000 0.008138 0.030922 20.207600
2558.470000 0.005926 0.023241 20.501200
2568.470000 0.003875 0.018093 20.795900
2578.470000 0.005725 0.019026 21.091800
2588.470000 0.007889 0.031215 21.388800
2598.470000 0.005533 0.022232 21.687000
2608.470000 0.004550 0.018437 21.986400
2618.470000 0.003576 0.014642 22.286900
2628.470000 0.002858 0.011815 22.588700
2638.470000 0.002386 0.009941 22.891500
2648.470000 0.002218 0.009269 23.195600
2658.470000 0.002573 0.010687 23.500700
2668.470000 0.002754 0.011404 23.807100
2678.470000 0.002922 0.012067 24.114600
2688.470000 0.003083 0.012706 24.423400
2698.470000 0.002580 0.010713 24.732200
2708.470000 0.002047 0.008586 25.041000
2718.470000 0.002641 0.010956 25.349800
2728.470000 0.005677 0.022786 25.658600
2738.470000 0.014337 0.055284 25.967400
2748.470000 0.023892 0.090122 26.276200
2758.470000 0.027146 0.101835 26.585000
2768.470000 0.033093 0.123085 26.893800
2778.470000 0.041300 0.152149 27.202600
2788.470000 0.034163 0.126893 27.511400
2798.470000 999.000000 0.119694 27.820200
